feature,category,rows,mean_shap
earliest_cr_line,Oct-1986,9,0.051550442283399757
earliest_cr_line,Oct-1987,19,-0.032665536923325952
earliest_cr_line,Oct-1988,18,-0.010342670750585091
earliest_cr_line,Oct-1989,22,-0.020009237739810216
earliest_cr_line,Oct-1990,23,-0.02528474090171641
earliest_cr_line,Oct-1991,22,-0.059077544844902435
earliest_cr_line,Oct-1992,22,-0.033458683114704679
earliest_cr_line,Oct-1993,32,-0.015448799282454342
earliest_cr_line,Oct-1994,46,-0.062464471645092022
earliest_cr_line,Oct-1995,50,0.048625260397851172
earliest_cr_line,Oct-1996,55,-0.030573750609927664
earliest_cr_line,Oct-1997,59,-0.0086019369276505216
earliest_cr_line,Oct-1998,59,-0.028226078012114436
earliest_cr_line,Oct-1999,69,-0.030244106417751576
earliest_cr_line,Oct-2000,59,-0.016873479905578463
earliest_cr_line,Oct-2001,64,-0.006411847452691446
earliest_cr_line,Oct-2002,65,0.013916671538445731
earliest_cr_line,Oct-2003,49,-0.03708075338689884
earliest_cr_line,Oct-2004,46,-0.061359197023935087
earliest_cr_line,Oct-2005,19,-0.038084511940130378
earliest_cr_line,Oct-2006,24,0.01398769972353575
earliest_cr_line,Oct-2007,22,0.088206653006082186
earliest_cr_line,Oct-2008,21,-0.052021971919150624
earliest_cr_line,Oct-2009,8,-0.015062471612432397
earliest_cr_line,Sep-1971,1,-0.020231797747257762
earliest_cr_line,Sep-1972,2,-0.028964653263912593
earliest_cr_line,Sep-1973,1,-0.018576693961442393
earliest_cr_line,Sep-1974,3,-0.016813556420132585
earliest_cr_line,Sep-1975,3,-0.025076487804932643
earliest_cr_line,Sep-1976,4,-0.022962972083318732
earliest_cr_line,Sep-1977,7,-0.021310182700450087
earliest_cr_line,Sep-1978,3,-0.015405920862180364
earliest_cr_line,Sep-1979,4,0.016928054929944817
earliest_cr_line,Sep-1980,5,-0.02016814212248293
earliest_cr_line,Sep-1981,4,-0.013914610740017362
earliest_cr_line,Sep-1982,9,-0.028672455747634922
earliest_cr_line,Sep-1983,9,-0.02383923112945013
earliest_cr_line,Sep-1984,12,-0.020975158098890983
earliest_cr_line,Sep-1985,5,-0.018350763948321754
earliest_cr_line,Sep-1986,7,-0.026242844899151224
earliest_cr_line,Sep-1987,11,-0.016793623596613082
earliest_cr_line,Sep-1988,12,0.042400434682324684
earliest_cr_line,Sep-1989,16,-0.011024969541294331
earliest_cr_line,Sep-1990,18,-0.029760983655417975
earliest_cr_line,Sep-1991,20,0.11750437177026352
earliest_cr_line,Sep-1992,19,-0.014663909978688609
earliest_cr_line,Sep-1993,31,-0.023576101749098563
earliest_cr_line,Sep-1994,45,-0.015717968223678429
earliest_cr_line,Sep-1995,43,-0.026360619841110378
earliest_cr_line,Sep-1996,59,0.063469572234711114
earliest_cr_line,Sep-1997,61,0.037937698098080563
earliest_cr_line,Sep-1998,58,-0.005969355350057947
earliest_cr_line,Sep-1999,67,0.0083026742006522911
earliest_cr_line,Sep-2000,96,-0.038677469115373196
earliest_cr_line,Sep-2001,61,-0.019226524518418192
earliest_cr_line,Sep-2002,60,-0.0016462433922969249
earliest_cr_line,Sep-2003,55,-0.096266567978707848
earliest_cr_line,Sep-2004,46,-0.047458966416028217
earliest_cr_line,Sep-2005,37,-0.035834244365028023
earliest_cr_line,Sep-2006,40,0.055613535172117555
earliest_cr_line,Sep-2007,39,0.015489360122528698
earliest_cr_line,Sep-2008,24,0.0064702961745237908
earliest_cr_line,Sep-2009,13,-0.018194149505963632
